State,Province,City,Date,Average_Value,Max_Value_of_the_Day,Hour_of_Max_Value ,Pollutant_AQI,Pollutant_Type
ST42,COT29,CT03,2006-02-23,0.173913,0.97,7,1,C
ST42,COT29,CT03,2006-04-14,0.043478,0.91,4,1,C
ST42,COT29,CT03,2006-07-20,0,0,0,0,C
ST42,COT29,CT03,2006-12-05,0.956522,1.86,8,3,C
ST42,COT29,CT03,2007-02-14,0.304348,0.95,5,1,C
ST42,COT29,CT03,2008-03-02,0.173913,0.92,4,1,C
ST42,COT29,CT03,2010-01-01,0.695652,0.95,0,1,C
ST42,COT29,CT03,2010-01-17,0.521739,0.95,0,1,C
ST42,COT29,CT03,2010-02-06,0.043478,0.97,0,1,C
ST42,COT29,CT03,2010-03-18,0,0,0,0,C
ST42,COT29,CT03,2010-10-05,0.695652,0.99,5,1,C
ST42,COT29,CT03,2010-10-19,1.130435,1.95,8,3,C
ST42,COT29,CT112,2000-03-23,6.347826,14.24,19,21,C
ST42,COT29,CT112,2000-07-18,2.521739,4.55,0,7,C
ST42,COT29,CT112,2001-06-28,3.857143,6.68,21,10,C
ST42,COT29,CT112,2001-07-14,8.26087,14.53,21,21,C
ST42,COT29,CT112,2002-04-21,1,0.96,0,1,C
ST42,COT29,CT112,2002-07-25,0.608696,2.86,6,4,C
ST42,COT29,CT112,2003-01-05,0.956522,0.91,0,1,C
ST42,COT29,CT112,2003-01-22,0,0,0,0,C
ST42,COT29,CT112,2003-02-03,0.434783,1.98,21,3,C
ST42,COT29,CT112,2003-04-12,0.347826,1.89,4,3,C
ST42,COT29,CT112,2003-05-08,0.782609,0.94,0,1,C
ST42,COT29,CT112,2004-09-20,0.652174,7.69,4,11,C
ST42,COT29,CT112,2004-12-24,0.956522,0.97,0,1,C
ST42,COT29,CT112,2005-01-24,0.826087,2.84,4,4,C
ST42,COT29,CT112,2005-04-05,1.043478,1.86,4,3,C
ST42,COT29,CT112,2005-06-23,1.708333,2.73,1,4,C
ST42,COT29,CT112,2005-07-17,1.958333,2.77,7,4,C
ST42,COT29,CT112,2005-09-06,1.958333,4.73,7,7,C
ST42,COT29,CT112,2005-10-11,0.782609,2.82,9,4,C
ST42,COT29,CT112,2006-05-07,1.173913,3.69,4,6,C
ST42,COT29,CT112,2006-08-13,0.347826,1.93,1,3,C
ST42,COT29,CT112,2006-09-11,0.695652,0.93,4,1,C
ST42,COT29,CT112,2006-11-16,0.434783,0.96,4,1,C
ST42,COT29,CT112,2006-11-22,0.478261,1.97,11,3,C
ST42,COT29,CT112,2006-12-19,2.3,4.58,23,7,C
ST42,COT29,CT112,2007-01-19,1.826087,3.76,22,6,C
ST42,COT29,CT112,2007-03-24,1.043478,1.96,14,3,C
ST42,COT29,CT112,2007-04-08,0.478261,1.94,0,3,C
ST42,COT29,CT112,2007-04-29,1.043478,1.91,1,3,C
ST42,COT29,CT112,2007-06-23,0.869565,0.97,0,1,C
ST42,COT29,CT112,2008-09-05,1,0.98,0,1,C
ST42,COT29,CT112,2008-12-27,0.26087,0.94,0,1,C
ST42,COT29,CT112,2009-02-28,0.130435,0.92,0,1,C
ST42,COT29,CT112,2009-04-21,0.086957,0.97,6,1,C
ST42,COT29,CT112,2009-07-15,0.173913,0.98,4,1,C
ST42,COT29,CT112,2009-11-29,0,0,0,0,C
ST42,COT29,CT112,2010-02-04,0,0,0,0,C
ST42,COT29,CT112,2010-04-27,0,0,0,0,C
ST42,COT29,CT112,2010-05-04,0,0,0,0,C
ST42,COT29,CT112,2010-10-01,0.041667,0.93,23,1,C
ST42,COT29,CT112,2011-01-13,0.125,1.84,12,3,C
ST42,COT29,CT112,2011-05-16,0,0,0,0,C
ST42,COT29,CT112,2012-02-21,0.395833,0.56,20,0,C
ST42,COT29,CT112,2012-02-27,0.5,0.68,17,0,C
ST42,COT29,CT112,2012-07-08,0.625,1.09,18,1,C
ST42,COT29,CT112,2012-09-01,0.559091,0.83,1,0,C
ST42,COT29,CT112,2013-01-29,0.491667,0.74,21,0,C
ST42,COT29,CT112,2013-05-18,0.445833,0.85,12,0,C
ST42,COT29,CT112,2013-10-23,1.079167,1.23,9,1,C
ST42,COT29,CT112,2013-12-15,1.066667,1.47,21,1,C
ST42,COT29,CT112,2014-02-28,1.025,1.3,15,1,C
ST42,COT29,CT112,2014-04-08,0.059091,0.38,16,0,C
ST42,COT29,CT112,2014-05-11,0.204167,0.46,17,0,C
ST42,COT29,CT112,2014-09-07,0.454545,0.89,21,0,C
ST42,COT29,CT112,2014-10-22,0.754545,1.08,19,1,C
ST42,COT29,CT112,2014-11-20,0.941667,1.32,22,1,C
ST42,COT29,CT112,2015-06-19,1.240909,1.97,19,3,C
ST42,COT29,CT112,2015-10-25,1.554167,1.7,18,1,C
ST42,COT29,CT112,2015-12-18,6.217391,6.62,18,10,C
ST42,COT29,CT112,2016-01-06,2.945833,3.21,14,4,C
ST42,COT32,CT20,2000-07-02,1,0.97,0,1,C
ST42,COT32,CT20,2000-07-30,4.086957,13.41,23,20,C
ST42,COT32,CT20,2000-10-15,2.304348,3.85,9,6,C
ST42,COT32,CT20,2000-12-25,2.304348,3.88,20,6,C
ST42,COT32,CT20,2001-03-28,8.347826,21.68,19,33,C
ST42,COT32,CT20,2001-06-22,3.227273,5.9,8,9,C
ST42,COT32,CT20,2001-11-17,3.652174,3.78,7,6,C
ST42,COT32,CT20,2001-12-14,3.695652,5.7,9,9,C
ST42,COT32,CT20,2002-02-08,3.391304,3.81,4,6,C
ST42,COT32,CT20,2002-07-25,3.272727,3.88,8,6,C
ST42,COT32,CT20,2002-09-14,3.043478,3.77,15,6,C
ST42,COT32,CT20,2002-10-10,3.190476,3.79,8,6,C
ST42,COT32,CT20,2002-12-24,3.863636,3.75,0,6,C
ST42,COT32,CT20,2003-03-14,3.608696,3.69,0,6,C
ST42,COT32,CT20,2003-05-13,4,3.67,0,6,C
ST42,COT32,CT20,2003-05-22,3.347826,3.81,0,6,C
ST42,COT32,CT20,2004-01-07,3.363636,4.68,8,7,C
ST42,COT32,CT20,2004-02-02,14.8,31.99,9,47,C
ST42,COT32,CT20,2004-02-14,5.73913,6.61,5,10,C
ST42,COT32,CT20,2004-02-23,5,4.58,0,7,C
ST42,COT32,CT20,2004-04-03,5.173913,6.61,7,10,C
ST42,COT32,CT20,2004-04-23,3.772727,6.46,10,10,C
ST42,COT32,CT20,2004-09-22,2.521739,3.73,0,6,C
ST42,COT32,CT20,2004-09-25,2.217391,3.95,9,6,C
ST42,COT32,CT20,2004-12-02,2.428571,2.92,7,4,C
ST42,COT32,CT20,2005-10-07,3.684211,4.87,6,7,C
ST42,COT32,CT20,2005-12-11,4,3.9,0,6,C
ST42,COT32,CT20,2006-02-22,4.130435,4.64,0,7,C
ST42,COT32,CT20,2006-03-28,4.217391,7.82,10,11,C
ST42,COT32,CT20,2006-04-24,3.782609,4.69,9,7,C
ST42,COT32,CT20,2006-04-27,4.173913,5.82,5,9,C
ST42,COT32,CT20,2006-07-31,2,1.92,0,3,C
ST42,COT32,CT20,2006-11-07,3.130435,4.77,11,7,C
ST42,COT32,CT20,2007-04-16,2.130435,2.81,5,4,C
ST42,COT32,CT20,2007-05-12,2.043478,2.78,21,4,C
ST42,COT32,CT20,2007-05-28,2,1.91,0,3,C
ST42,COT32,CT20,2007-06-03,2,1.92,0,3,C
ST42,COT32,CT20,2007-07-31,2.4,2.96,4,4,C
ST42,COT32,CT20,2007-08-07,2.681818,2.84,8,4,C
ST42,COT32,CT20,2007-08-29,3,2.78,0,4,C
ST42,COT32,CT20,2007-11-13,3.956522,6.47,22,10,C
ST42,COT32,CT20,2008-05-29,2.173913,3.95,18,6,C
ST42,COT32,CT20,2008-06-23,2.521739,2.93,6,4,C
ST42,COT32,CT20,2008-07-10,2,1.93,0,3,C
ST42,COT32,CT20,2008-11-28,2,1.83,0,3,C
ST42,COT32,CT20,2009-03-03,2.304348,2.95,0,4,C
ST42,COT32,CT20,2009-10-10,2.652174,2.95,0,4,C
ST42,COT32,CT20,2009-10-26,1.130435,1.88,7,3,C
ST42,COT32,CT20,2009-12-10,1,0.98,0,1,C
ST42,COT32,CT20,2010-01-08,1.666667,4.59,16,7,C
ST42,COT32,CT35,2000-02-23,3.217391,6.83,6,10,C
ST42,COT32,CT35,2000-02-27,3.956522,7.85,15,11,C
ST42,COT32,CT35,2000-05-15,2.304348,2.88,4,4,C
ST42,COT32,CT35,2000-06-19,3.727273,4.79,13,7,C
ST42,COT32,CT35,2000-07-25,2.590909,2.87,4,4,C
ST42,COT32,CT35,2000-08-21,3.347826,6.91,10,10,C
ST42,COT32,CT35,2000-09-19,6.333333,15.81,22,24,C
ST42,COT32,CT35,2000-10-14,3.782609,4.55,9,7,C
ST42,COT32,CT35,2000-11-30,2.571429,2.85,0,4,C
ST42,COT32,CT35,2000-12-02,3.565217,3.77,2,6,C
ST42,COT32,CT35,2000-12-23,2.913043,2.94,0,4,C
ST42,COT32,CT35,2001-06-25,3.608696,8.22,10,13,C
ST42,COT32,CT35,2001-10-08,3.347826,8.9,12,13,C
ST42,COT32,CT35,2001-11-15,5.304348,11.15,15,17,C
ST42,COT32,CT35,2001-12-24,3.608696,4.72,9,7,C
ST42,COT32,CT35,2002-03-01,2.478261,6.45,8,10,C
ST42,COT32,CT35,2002-05-28,2.909091,2.96,2,4,C
ST42,COT32,CT35,2002-08-23,3.086957,3.92,4,6,C
ST42,COT32,CT35,2002-09-30,3.043478,3.68,8,6,C
ST42,COT32,CT35,2002-11-19,5.565217,13.37,19,20,C
ST42,COT32,CT35,2002-11-23,3.826087,4.85,8,7,C
ST42,COT32,CT35,2002-12-17,3.222222,3.78,7,6,C
ST42,COT32,CT35,2003-06-17,4.043478,13.49,15,20,C
ST42,COT32,CT35,2003-08-18,1.304348,1.89,4,3,C
ST42,COT32,CT35,2003-09-09,2.304348,2.9,1,4,C
ST42,COT32,CT35,2003-09-17,2.304348,5.81,8,9,C
ST42,COT32,CT35,2003-10-12,2.478261,4.7,23,7,C
ST42,COT32,CT35,2003-10-15,5.636364,6.81,1,10,C
ST42,COT32,CT35,2003-10-24,3.086957,9.77,8,14,C
ST42,COT32,CT35,2003-12-13,1.894737,2.83,11,4,C
ST42,COT32,CT35,2004-01-12,2.636364,4.59,0,7,C
ST42,COT32,CT35,2004-04-02,2.090909,6.66,6,10,C
ST42,COT32,CT35,2004-04-03,4.956522,9.28,7,14,C
ST42,COT32,CT35,2004-06-16,1.695652,1.83,0,3,C
ST42,COT32,CT35,2004-07-03,3.086957,3.94,4,6,C
ST42,COT32,CT35,2004-08-24,4.391304,7.63,8,11,C
ST42,COT32,CT35,2004-10-01,4.727273,5.6,7,9,C
ST42,COT32,CT35,2004-10-22,5.130435,5.93,4,9,C
ST42,COT32,CT35,2004-11-22,5.782609,7.37,12,11,C
ST42,COT32,CT35,2004-12-16,7.608696,10.09,2,16,C
ST42,COT32,CT35,2005-01-08,7.695652,8.74,15,13,C
ST42,COT32,CT35,2005-01-11,6.043478,6.78,1,10,C
ST42,COT32,CT35,2005-01-25,10.954545,20.43,10,30,C
ST42,COT32,CT35,2005-05-25,1.681818,3.67,4,6,C
ST42,COT32,CT35,2005-06-04,1.73913,3.79,18,6,C
ST42,COT32,CT35,2005-06-13,1.304348,4.63,15,7,C
ST42,COT32,CT35,2005-09-15,2,1.88,0,3,C
ST42,COT32,CT35,2005-10-24,2.869565,4.88,7,7,C
ST42,COT32,CT35,2005-10-25,2.695652,3.95,8,6,C
ST42,COT32,CT35,2005-10-29,6.913043,19.64,15,30,C
ST42,COT32,CT35,2005-11-03,2.565217,6.88,12,10,C
ST42,COT32,CT35,2006-01-22,5.217391,11.51,12,17,C
ST42,COT32,CT35,2006-05-05,0.304348,0.93,4,1,C
ST42,COT32,CT35,2006-07-04,1.869565,2.95,0,4,C
ST42,COT32,CT35,2006-08-27,6.086957,32.22,4,47,C
ST42,COT32,CT35,2006-08-29,3.913043,7.64,6,11,C
ST42,COT32,CT35,2006-09-25,2.904762,3.89,0,6,C
ST42,COT32,CT35,2006-11-05,5.695652,15.1,5,23,C
ST42,COT32,CT35,2007-03-08,3.26087,6.86,10,10,C
ST42,COT32,CT35,2007-04-30,2.956522,2.8,0,4,C
ST42,COT32,CT35,2007-06-07,2.090909,2.93,2,4,C
ST42,COT32,CT35,2007-06-25,1.157895,1.96,8,3,C
ST42,COT32,CT35,2007-07-06,4.043478,4.86,17,7,C
ST42,COT32,CT35,2007-10-08,4.478261,17.64,9,26,C
ST42,COT32,CT35,2007-10-10,2.285714,4.58,9,7,C
ST42,COT32,CT35,2008-01-01,2,2.94,12,4,C
ST42,COT32,CT35,2008-01-07,1,0.93,0,1,C
ST42,COT32,CT35,2008-03-29,2.347826,3.9,13,6,C
ST42,COT32,CT35,2008-04-19,2.043478,2.82,18,4,C
ST42,COT32,CT35,2008-07-13,2.304348,6.93,14,10,C
ST42,COT32,CT35,2008-10-04,2.26087,2.83,4,4,C
ST42,COT32,CT35,2008-10-23,5.347826,6.65,11,10,C
ST42,COT32,CT35,2008-11-25,5.090909,12.36,11,19,C
ST42,COT32,CT35,2008-12-10,5,6.87,8,10,C
ST42,COT32,CT35,2009-02-10,4.875,5.84,23,9,C
ST42,COT32,CT35,2009-04-09,1.869565,3.65,9,6,C
ST42,COT32,CT35,2009-05-06,4.272727,8.66,7,13,C
ST42,COT32,CT35,2009-06-08,5.217391,8.34,9,13,C
ST42,COT32,CT35,2009-06-20,1.956522,1.87,0,3,C
ST42,COT32,CT35,2009-08-09,1.478261,1.88,0,3,C
ST42,COT32,CT35,2009-08-25,2.304348,2.74,7,4,C
ST42,COT32,CT35,2009-11-26,2.304348,9.63,23,14,C
ST42,COT32,CT35,2009-12-08,0.923077,2.86,13,4,C
ST42,COT32,CT35,2010-09-08,0,0,0,0,C
ST42,COT32,CT35,2011-01-06,1.409091,1.95,0,3,C
ST42,COT32,CT35,2011-04-13,1,0.95,0,1,C
ST42,COT32,CT35,2011-05-19,1,0.95,0,1,C
ST42,COT32,CT35,2011-05-30,1,0.98,0,1,C
ST42,COT32,CT49,2011-01-03,0.041176,0.1,17,0,C
ST42,COT32,CT49,2011-05-08,0.120833,0.2,0,0,C
ST42,COT32,CT49,2012-01-31,0.191667,0.29,8,0,C
ST42,COT32,CT49,2012-04-16,0.13913,0.29,14,0,C
ST42,COT32,CT49,2012-07-01,0.108696,0.19,11,0,C
ST42,COT32,CT49,2012-07-23,0.121739,0.18,11,0,C
ST42,COT32,CT49,2012-07-26,0.113636,0.2,11,0,C
ST42,COT32,CT49,2012-08-19,0.25,0.49,10,0,C
ST42,COT32,CT49,2012-09-23,0.204348,0.38,11,0,C
ST42,COT32,CT49,2013-05-25,0.126087,0.19,10,0,C
ST42,COT32,CT49,2013-06-03,0.127273,0.19,10,0,C
ST42,COT32,CT49,2013-07-22,0.13913,0.28,11,0,C
ST42,COT32,CT49,2013-12-23,0.158333,0.38,8,0,C
ST42,COT32,CT49,2014-09-02,0.057143,0.19,11,0,C
ST42,COT32,CT49,2015-08-05,0.142857,0.27,7,0,C
ST42,COT32,CT49,2015-09-04,0.022222,0.1,14,0,C
ST42,COT32,CT49,2015-09-08,0.15,0.37,5,0,C
ST42,COT33,CT36,2000-11-14,2.409091,2.78,5,4,C
ST42,COT33,CT36,2001-09-12,1.045455,1.95,10,3,C
ST42,COT33,CT36,2001-09-27,1.772727,1.83,5,3,C
ST42,COT33,CT36,2001-10-04,1,0.96,0,1,C
ST42,COT33,CT36,2002-02-24,1.909091,4.64,11,7,C
ST42,COT33,CT36,2002-10-13,2.318182,8.8,10,13,C
ST42,COT33,CT36,2002-11-10,1.045455,1.84,7,3,C
ST42,COT33,CT36,2002-12-05,4.454545,7.92,13,11,C
ST42,COT33,CT36,2003-04-02,2.227273,2.95,5,4,C
ST42,COT33,CT36,2004-05-03,0.045455,0.95,6,1,C
ST42,COT33,CT36,2004-06-22,0.318182,0.96,11,1,C
ST42,COT33,CT36,2004-07-29,1,0.97,0,1,C
ST42,COT33,CT36,2004-08-25,1,0.99,0,1,C
ST42,COT33,CT36,2004-09-18,2.826087,2.88,0,4,C
ST42,COT33,CT36,2004-11-24,3.304348,5.89,14,9,C
ST42,COT33,CT36,2004-12-18,7.434783,16.55,10,24,C
ST42,COT33,CT36,2004-12-22,4,6.59,2,10,C
ST42,COT33,CT36,2005-01-20,3.5,6.91,22,10,C
ST42,COT33,CT36,2005-01-22,2.727273,5.82,7,9,C
ST42,COT33,CT36,2005-03-11,2.043478,11.57,0,17,C
ST42,COT33,CT36,2005-04-09,0.652174,4.58,7,7,C
ST42,COT33,CT36,2005-10-14,1.055556,1.84,0,3,C
ST42,COT33,CT36,2006-04-09,1.136364,11.72,10,17,C
ST42,COT33,CT36,2006-08-11,0.272727,0.98,7,1,C
ST42,COT33,CT36,2006-08-19,0.181818,0.94,9,1,C
ST42,COT33,CT36,2006-12-30,4.5,9.32,8,14,C
ST42,COT33,CT36,2007-08-10,0.818182,0.96,0,1,C
ST42,COT33,CT36,2007-08-21,0.818182,0.92,5,1,C
ST42,COT33,CT36,2007-09-15,0.727273,0.93,5,1,C
ST42,COT33,CT36,2007-11-08,0.454545,0.97,12,1,C
ST42,COT33,CT36,2007-11-26,3.5,6.39,15,10,C
ST42,COT33,CT36,2008-02-01,1.545455,3.91,7,6,C
ST42,COT33,CT36,2008-11-12,0.909091,1.95,6,3,C
ST42,COT36,CT137,2000-01-18,1,0.98,0,1,C
ST42,COT36,CT137,2000-01-23,0.909091,0.91,0,1,C
ST42,COT36,CT137,2000-02-28,2,1.82,0,3,C
ST42,COT36,CT137,2001-03-26,1.541667,3.75,19,6,C
ST42,COT36,CT137,2002-10-06,1.136364,1.83,14,3,C
ST42,COT36,CT137,2002-11-24,0.5,0.95,3,1,C
ST42,COT36,CT137,2003-06-17,0.041667,0.99,23,1,C
ST42,COT36,CT137,2004-01-01,1.041667,1.82,22,3,C
ST42,COT36,CT137,2004-04-13,1.05,3.66,11,6,C
ST42,COT36,CT137,2004-07-05,0.833333,0.95,0,1,C
ST42,COT36,CT137,2004-08-28,0.090909,1.93,21,3,C
ST42,COT36,CT137,2005-04-26,1.055556,1.93,13,3,C
ST42,COT36,CT137,2005-05-28,1.086957,2.91,20,4,C
ST42,COT36,CT137,2006-03-12,1.086957,1.86,20,3,C
ST42,COT36,CT137,2006-03-17,1.958333,6.45,17,10,C
ST42,COT36,CT137,2006-07-30,1.130435,2.91,20,4,C
ST42,COT36,CT137,2006-09-01,1,0.98,0,1,C
ST42,COT36,CT137,2006-10-19,1,0.99,0,1,C
ST42,COT36,CT137,2007-02-05,1.041667,1.97,10,3,C
ST42,COT36,CT137,2007-03-12,1,0.95,0,1,C
ST42,COT36,CT137,2007-09-04,1.043478,1.86,12,3,C
ST42,COT36,CT137,2008-03-04,1.333333,4.7,16,7,C
ST42,COT36,CT137,2008-09-04,0,0,0,0,C
ST42,COT36,CT137,2009-03-15,2,1.86,0,3,C
ST42,COT36,CT137,2009-05-17,2,1.82,0,3,C
ST42,COT36,CT137,2009-06-19,2,1.87,0,3,C
ST42,COT36,CT137,2009-09-04,0.875,0.91,0,1,C
ST42,COT40,CT107,2009-05-15,0.147826,0.27,6,0,C
ST42,COT40,CT107,2009-07-21,0.17619,0.39,12,0,C
ST42,COT40,CT107,2009-10-15,0.209091,0.37,7,0,C
ST42,COT40,CT107,2009-12-31,0.340909,0.69,0,0,C
ST42,COT40,CT107,2010-01-04,1.213636,3.05,5,4,C
ST42,COT40,CT107,2010-01-19,0.086364,0.09,1,0,C
ST42,COT40,CT107,2010-02-22,0.269565,0.69,8,0,C
ST42,COT40,CT107,2010-04-24,0.404545,1.28,6,1,C
ST42,COT40,CT107,2010-09-19,0.004348,0.09,14,0,C
ST42,COT40,CT107,2011-01-14,0.471429,1.92,8,3,C
ST42,COT40,CT107,2011-11-30,0.405263,1.3,10,1,C
ST42,COT40,CT107,2012-03-17,0.085714,0.18,11,0,C
ST42,COT40,CT107,2012-06-02,0.057143,0.19,5,0,C
ST42,COT40,CT107,2013-11-07,0.833333,1.94,11,3,C
ST42,COT40,CT107,2013-11-22,0.142857,0.37,9,0,C
ST42,COT40,CT107,2014-03-17,0.147619,0.28,8,0,C
ST42,COT40,CT107,2014-04-05,0.152381,0.39,8,0,C
ST42,COT40,CT107,2014-04-29,0.52381,1.16,8,1,C
ST42,COT40,CT107,2014-05-25,0.066667,0.3,10,0,C
ST42,COT40,CT107,2014-07-12,0.061905,0.28,11,0,C
ST42,COT40,CT107,2015-05-30,0.080952,0.39,12,0,C
ST42,COT40,CT107,2015-06-19,0.166667,0.46,9,0,C
ST42,COT40,CT107,2015-08-06,0.452381,1.44,16,1,C
ST42,COT40,CT13,2010-11-12,0.552381,1.75,17,1,C
ST42,COT40,CT13,2011-01-27,2.495652,5.47,12,7,C
ST42,COT40,CT13,2011-02-25,0.404545,0.56,14,0,C
ST42,COT40,CT13,2011-03-07,0.805,3.72,11,4,C
ST42,COT40,CT13,2012-08-07,-0.686364,-0.37,10,0,C
ST42,COT40,CT13,2013-04-26,0.095455,1.89,8,3,C
ST42,COT40,CT13,2013-09-23,-0.3,-0.09,12,0,C
ST42,COT40,CT13,2013-10-06,0.636364,1.11,21,1,C
ST42,COT40,CT13,2013-11-26,0.25,0.57,8,0,C
ST42,COT66,CT02,2000-01-05,1,0.96,0,1,C
ST42,COT66,CT02,2000-03-03,2.363636,6.59,12,10,C
ST42,COT66,CT02,2000-09-10,3,7.74,19,11,C
ST42,COT66,CT02,2000-10-11,1.318182,2.81,6,4,C
ST42,COT66,CT02,2000-12-25,1.772727,4.64,17,7,C
ST42,COT66,CT02,2001-02-01,2.863636,3.8,9,6,C
ST42,COT66,CT02,2001-03-15,1.727273,3.75,12,6,C
ST42,COT66,CT02,2001-07-18,2.818182,7.58,11,11,C
ST42,COT66,CT02,2002-04-16,0.818182,1.86,8,3,C
ST42,COT66,CT02,2002-05-22,2.681818,6.62,9,10,C
ST42,COT66,CT02,2002-08-18,3.909091,13.85,11,21,C
ST42,COT66,CT02,2002-09-21,8.272727,22.65,18,33,C
ST42,COT66,CT02,2003-02-24,1.272727,2.93,8,4,C
ST42,COT66,CT02,2003-06-12,0.090909,0.92,15,1,C
ST42,COT66,CT02,2003-07-05,0.863636,3.76,11,6,C
ST42,COT66,CT02,2003-08-03,1.227273,4.59,13,7,C
ST42,COT66,CT02,2004-02-09,0.227273,1.91,0,3,C
ST42,COT66,CT02,2004-06-13,1.636364,5.89,12,9,C
ST42,COT66,CT02,2004-07-23,1.73913,2.92,0,4,C
ST42,COT66,CT02,2004-08-25,2.782609,4.63,9,7,C
ST42,COT66,CT02,2004-11-30,2.130435,4.75,4,7,C
ST42,COT66,CT02,2005-02-23,1.727273,5.6,12,9,C
ST42,COT66,CT02,2005-09-24,2.590909,5.92,5,9,C
ST42,COT66,CT02,2005-12-20,2.181818,2.81,11,4,C
ST42,COT66,CT02,2005-12-26,1.045455,1.97,11,3,C
ST42,COT66,CT02,2006-02-11,4.227273,10.83,20,16,C
ST42,COT66,CT02,2006-02-14,2.136364,4.79,9,7,C
ST42,COT66,CT02,2006-03-22,2.045455,3.74,9,6,C
ST42,COT66,CT02,2006-06-05,1,0.99,0,1,C
ST42,COT66,CT02,2006-08-12,2.909091,9.28,18,14,C
ST42,COT66,CT02,2006-08-19,5.136364,14.78,20,21,C
ST42,COT66,CT02,2006-10-11,3.818182,13.57,20,20,C
ST42,COT66,CT02,2006-10-15,0.136364,0.95,21,1,C
ST42,COT66,CT02,2007-03-19,0.05,0.94,15,1,C
ST42,COT66,CT02,2007-04-08,0.681818,3.87,12,6,C
ST42,COT66,CT02,2007-06-25,2.409091,5.84,18,9,C
ST42,COT66,CT02,2007-07-25,0.409091,0.97,5,1,C
ST42,COT66,CT02,2007-08-06,0,0,0,0,C
ST42,COT66,CT02,2007-10-14,4.090909,11.5,9,17,C
ST42,COT66,CT02,2007-10-25,4.409091,10.16,9,16,C
ST42,COT66,CT02,2007-12-26,2.954545,10.51,6,16,C
ST42,COT66,CT02,2008-02-09,1.090909,1.93,0,3,C
ST42,COT66,CT02,2008-11-16,1.863636,1.93,0,3,C
ST42,COT66,CT106,2000-05-18,2.454545,4.6,8,7,C
ST42,COT66,CT106,2000-09-17,2.227273,6.67,12,10,C
ST42,COT66,CT106,2001-11-01,2.090909,4.9,17,7,C
ST42,COT66,CT106,2002-01-09,1.181818,1.82,0,3,C
ST42,COT66,CT106,2002-01-19,1.681818,3.91,16,6,C
ST42,COT66,CT106,2002-05-09,0.636364,1.93,5,3,C
ST42,COT66,CT106,2002-06-08,0.454545,2.75,13,4,C
ST42,COT66,CT106,2002-08-16,0.5,0.93,0,1,C
ST42,COT66,CT106,2003-01-31,2.681818,4.78,10,7,C
ST42,COT66,CT106,2003-05-11,0.863636,2.92,16,4,C
ST42,COT66,CT106,2003-12-26,0.727273,1.9,19,3,C
ST42,COT66,CT106,2004-02-21,1.136364,2.84,0,4,C
ST42,COT66,CT106,2004-05-25,1.409091,2.85,14,4,C
ST42,COT66,CT106,2004-12-27,0.1,0.97,13,1,C
ST42,COT66,CT106,2005-04-10,1.545455,4.91,13,7,C
ST42,COT66,CT106,2005-08-21,1.045455,1.92,19,3,C
ST42,COT66,CT106,2005-09-08,1.857143,4.92,12,7,C
ST42,COT66,CT106,2005-10-06,3,6.63,9,10,C
ST42,COT66,CT106,2005-11-15,1.681818,4.85,22,7,C
ST42,COT66,CT106,2006-03-22,2,5.94,20,9,C
ST42,COT66,CT106,2006-10-25,0.181818,1.93,6,3,C
ST42,COT66,CT106,2007-05-19,0.590909,1.87,17,3,C
ST42,COT66,CT106,2007-06-26,0.045455,0.92,13,1,C
ST42,COT66,CT106,2007-08-06,0.954545,3.82,10,6,C
ST42,COT66,CT106,2007-10-28,1.782609,8.31,15,13,C
ST42,COT66,CT106,2008-03-23,1.454545,3.66,13,6,C
ST42,COT66,CT106,2008-10-15,2.217391,6.39,13,10,C
ST42,COT66,CT106,2008-11-08,1.217391,2.75,8,4,C
ST42,COT66,CT106,2009-01-08,1.5,3.76,12,6,C
ST42,COT66,CT106,2010-07-10,1.318182,4.68,20,7,C
ST42,COT66,CT106,2010-08-16,1,0.91,0,1,C
ST42,COT66,CT106,2011-06-09,3.177273,3.37,11,4,C
ST42,COT66,CT106,2011-08-03,2.863636,2.95,9,4,C
ST42,COT66,CT106,2012-05-05,4.568182,4.69,18,6,C
ST42,COT66,CT106,2012-05-26,2.940909,3.84,17,6,C
ST42,COT66,CT106,2012-06-28,0,0,0,0,C
ST42,COT66,CT106,2012-09-17,-0.190909,0.1,8,0,C
ST42,COT66,CT106,2012-11-23,0.972727,2.73,10,3,C
ST42,COT66,CT106,2013-04-09,-0.013636,0.09,6,0,C
ST42,COT66,CT106,2013-04-17,0.018182,0.19,20,0,C
ST42,COT66,CT106,2013-04-28,0.054545,0.29,11,0,C
ST42,COT66,CT106,2013-08-04,0.390909,1.86,19,1,C
ST42,COT66,CT106,2013-10-05,0.809091,1.74,15,1,C
ST42,COT66,CT106,2014-02-01,0.559091,3.09,13,4,C
ST42,COT66,CT106,2014-09-03,1.295455,2.8,9,3,C
ST42,COT66,CT106,2014-10-11,0.722727,1.36,11,1,C
ST42,COT66,CT106,2014-12-01,0.622727,1.13,23,1,C
ST42,COT66,CT106,2015-04-30,1.731818,3.76,11,4,C
ST42,COT66,CT106,2015-05-02,1.286364,3.01,9,4,C
ST42,COT66,CT106,2015-08-01,0.940909,3.81,18,6,C
ST42,COT66,CT106,2015-09-01,0.442105,1.07,10,1,C
ST42,COT66,CT106,2015-12-29,0.613636,1.65,15,1,C
ST42,COT66,CT106,2016-01-08,0.727273,1.34,5,1,C
